"","Selection","Insertion","Bubble","Quick","Merge"
"1",0.0500000000001819,0,0,0.0500000000001819,0
"2",0.0299999999997453,0.0799999999999272,0.119999999999891,0.0399999999999636,0.0299999999997453
"3",0.0299999999997453,0.069999999999709,0.100000000000364,0.0299999999997453,0.0100000000002183
"4",0.0299999999997453,0,0.0300000000006548,0.0499999999992724,0
